parameter,estimate
gamma_h,1.2623483145629395
rho1,1.8087130716666129
rho2,4.7901607436179825
lambda_home1,1.020859222694359
lambda_away1,1.0854899482109412
lambda_homeBig,1.0200572660191463
lambda_awayBig,1.1852994553427618
mu_home1,1.1729970426312293
mu_away1,1.034932686273618
mu_homeBig,0.9061221426334976
mu_awayBig,1.0460195256832616
xi1,0.6258176342040569
xi2,0.40193095957589536
