parameter,estimate
gamma_h,1.159987873924798
rho1,2.1586913777443804
rho2,5.692398742220294
lambda_home1,0.9599969613701759
lambda_away1,1.2598041660975308
lambda_homeBig,0.8997300648208925
lambda_awayBig,1.430777772149344
mu_home1,1.188264563998655
mu_away1,0.9927003426717655
mu_homeBig,1.2384307432384805
mu_awayBig,0.9703862134524273
xi1,0.4730541473432667
xi2,0.08025924578383392
