parameter,estimate
gamma_h,0.8698101139892606
rho1,2.657666004026717
rho2,7.82478646729263
lambda_home1,1.0257312448180003
lambda_away1,0.8336556161352987
lambda_homeBig,0.8690143432932236
lambda_awayBig,0.9992295272085028
mu_home1,0.7012322326788851
mu_away1,0.6901825704614467
mu_homeBig,1.0340980412084404
mu_awayBig,0.9242334179154817
xi1,0.522076518981038
xi2,-0.07596458210574249
