parameter,estimate
gamma_h,0.7279147395976696
rho1,5.377000208486644
rho2,7.215585464782532
lambda_home1,0.9365189321857001
lambda_away1,1.534827244102549
lambda_homeBig,1.0608671850943343
lambda_awayBig,0.6311701129026445
mu_home1,1.4854556627726696
mu_away1,1.0589469351154546
mu_homeBig,1.830820748405122
mu_awayBig,0.9639844079743455
xi1,0.6664291379736431
xi2,-0.5668834729225806
