parameter,estimate
gamma_h,1.3655688676349673
rho1,3.6144120000623974
rho2,7.418203849810936
lambda_home1,0.825201024004872
lambda_away1,1.0618079752364349
lambda_homeBig,0.9055187040437412
lambda_awayBig,1.1108745278334218
mu_home1,0.9746630578160351
mu_away1,0.6160077184266389
mu_homeBig,1.0663316413859143
mu_awayBig,0.7942874765291275
xi1,0.2487541087603767
xi2,0.4807653493577275
