parameter,estimate
gamma_h,1.4822657489184135
rho1,2.211818633292454
rho2,4.647840296287378
lambda_home1,0.9162690870276529
lambda_away1,1.1690251490464991
lambda_homeBig,0.8492087006814033
lambda_awayBig,0.7638954479494678
mu_home1,0.7746156530429185
mu_away1,0.7987992073192635
mu_homeBig,0.9792186764281132
mu_awayBig,0.8224089315425172
xi1,0.39906648379717696
xi2,0.3966042102557871
