parameter,estimate
gamma_h,1.3810426119876131
rho1,3.985162816136374
rho2,5.229755361722638
lambda_home1,0.38843305416200513
lambda_away1,0.5052984083126079
lambda_homeBig,0.515560705904752
lambda_awayBig,1.1609238169543947
mu_home1,0.8022060453269306
mu_away1,0.6300557353526702
mu_homeBig,1.3975944028371021
mu_awayBig,0.7014271633633545
xi1,0.40469708775875907
xi2,-0.11944894296109075
