parameter,estimate
gamma_h,1.2487084496488472
rho1,1.8067987205781917
rho2,4.797386295336946
theta_lead1,1.0267949609923457
theta_behind1,1.1321387597076726
theta_leadBig,1.0280882491676213
theta_behindBig,1.0294919704832097
xi1,0.6434202096737854
xi2,0.3827584882022819
