parameter,estimate
gamma_h,0.7518820423200906
rho1,5.609659034409529
rho2,7.088204280538499
theta_lead1,1.075379303621223
theta_behind1,1.6193239725730235
theta_leadBig,1.0381321557736527
theta_behindBig,1.6165109383583167
xi1,0.5418630677221571
xi2,-0.48540897286689383
