parameter,estimate
gamma_h,1.4863800481706595
rho1,3.617938555903328
rho2,7.392669079551741
theta_lead1,0.7409822367470742
theta_behind1,1.0230591822051547
theta_leadBig,0.8635019718076732
theta_behindBig,1.0959462025473974
xi1,0.2586924396921245
xi2,0.483549247514099
