parameter,estimate
gamma_h,1.1577372649485063
rho1,2.1613727997533796
rho2,5.689198721814278
theta_lead1,0.973372814291959
theta_behind1,1.21995465795205
theta_leadBig,0.9305625922321928
theta_behindBig,1.304117949957629
xi1,0.48001326457350607
xi2,0.06797395930241795
