parameter,estimate
gamma_h,1.3781955295663397
rho1,4.4698521228996775
rho2,4.802893029524221
theta_lead1,1.1120299653959866
theta_behind1,1.1779352268536523
theta_leadBig,0.9270483685419325
theta_behindBig,1.3202394877515793
xi1,0.48453115316774414
xi2,0.5450423256501488
