parameter,estimate
gamma_h,1.0918893966370404
rho1,4.212344911829202
rho2,7.853106883891772
theta_lead1,0.5524862059580744
theta_behind1,0.9680995700653884
theta_leadBig,0.7399547031785926
theta_behindBig,0.8914020442665365
xi1,0.2690354791863568
xi2,0.49008466915079085
