parameter,estimate
gamma_h,1.5695618155259676
rho1,2.212015212926003
rho2,4.625981955438092
theta_lead1,0.8688196090697914
theta_behind1,0.9654606617669995
theta_leadBig,0.8292425694296293
theta_behindBig,0.8808420715171431
xi1,0.419472874977625
xi2,0.4159001090192306
