parameter,estimate
gamma_h,1.5951088641629743
rho1,3.634010539070604
rho2,7.669818573235685
theta_lead_scored,0.7569586882306932
theta_lead_conceded,0.75736684569889
theta_behind_scored,0.5363731997178043
theta_behind_conceded,1.0158998647303703
theta_level_scored,0.7653539075438162
theta_level_conceded,0.6932536178390045
xi1,0.2679069882693508
xi2,0.6029064932582594
