parameter,estimate
gamma_h,0.5932760254738814
rho1,2.1964414372713175
rho2,8.223087485978988
theta_lead_scored,1.2307466482832827
theta_lead_conceded,1.3179043161559854
theta_behind_scored,1.390787075294926
theta_behind_conceded,1.5243649894801332
theta_level_scored,1.3194148486804185
theta_level_conceded,1.3365058868789008
xi1,0.14426592322845797
xi2,-1.474487396127316
