state,side,exposure,goals,goals_per_match
00,away,25.68351851851852,39,1.5184835353411539
lead_scored,away,22.702037037037037,37,1.6298096923917742
lead_conceded,away,0.7588888888888888,1,1.3177159590043925
behind_scored,away,1.5038888888888886,3,1.9948282231252312
behind_conceded,away,30.095555555555556,22,0.7310049472051983
level_scored,away,2.5348148148148146,5,1.9725306838106371
level_conceded,away,3.7212962962962965,2,0.5374471261507837
00,home,25.68351851851852,47,1.8299673374624161
lead_scored,home,30.095555555555556,63,2.093332348814886
lead_conceded,home,1.5038888888888886,1,0.6649427410417438
behind_scored,home,0.7588888888888888,2,2.635431918008785
behind_conceded,home,22.702037037037037,22,0.9690760333140279
level_scored,home,3.7212962962962965,9,2.418512067678527
level_conceded,home,2.5348148148148146,6,2.3670368205727645
