state,theta
00,1.0
lead_scored,0.9201176506983503
lead_conceded,0.9884455116582757
behind_scored,1.233380260899403
behind_conceded,1.2244917463356524
level_scored,0.8857644492028505
level_conceded,0.9149697543959895
