state,theta
00,1.0
lead_scored,0.9494734484919038
lead_conceded,0.8200479220338807
behind_scored,1.2338955552986113
behind_conceded,1.0634077391184418
level_scored,1.4747156093774423
level_conceded,1.1237890032252589
