state,theta
00,1.0
lead_scored,1.0188985579835041
lead_conceded,0.7477645060330628
behind_scored,1.126818862596367
behind_conceded,1.230399279486572
level_scored,1.0662364876299213
level_conceded,0.8064620581243608
