state,side,exposure,goals,goals_per_match
00,away,41.8224074074074,63,1.5063695254626046
lead_scored,away,38.26870370370371,91,2.377922197327862
lead_conceded,away,0.5772222222222221,3,5.197305101058712
behind_scored,away,0.9935185185185187,2,2.013047530288909
behind_conceded,away,37.06055555555557,34,0.917417439925647
level_scored,away,6.576296296296297,4,0.6082451002478035
level_conceded,away,5.701296296296296,8,1.403189657972521
00,home,41.8224074074074,61,1.458548270686014
lead_scored,home,37.06055555555557,101,2.7252694538967748
lead_conceded,home,0.9935185185185187,3,3.019571295433364
behind_scored,home,0.5772222222222221,2,3.464870067372474
behind_conceded,home,38.26870370370371,27,0.7055373552511238
level_scored,home,5.701296296296296,6,1.0523922434793906
level_conceded,home,6.576296296296297,8,1.216490200495607
