state,theta
00,1.0
lead_scored,0.8411354195399173
lead_conceded,0.8475909334455737
behind_scored,1.0931329459750732
behind_conceded,0.8220441055044255
level_scored,0.982012137051798
level_conceded,1.0019081104417815
