state,theta
00,1.0
lead_scored,1.0193729662118443
lead_conceded,1.0326121895373837
behind_scored,0.8040486067638065
behind_conceded,1.1051764906869979
level_scored,0.9512641095596739
level_conceded,0.9768201346684025
