parameter,estimate
gamma_h,1.2471312985680714
rho1,1.8088786213018864
rho2,4.802610909929345
theta_lead_scored,1.0193729662118443
theta_lead_conceded,1.0326121895373837
theta_behind_scored,0.8040486067638065
theta_behind_conceded,1.1051764906869979
theta_level_scored,0.9512641095596739
theta_level_conceded,0.9768201346684025
xi1,0.6468866334176915
xi2,0.38072667449828346
