state,theta
00,1.0
lead_scored,0.7566779671135656
lead_conceded,0.9963449769160247
behind_scored,0.9000692960307984
behind_conceded,0.8333595113198875
level_scored,0.686600286277361
level_conceded,0.6852332069014665
