parameter,estimate
gamma_h,0.6661300792480621
rho1,5.3481062871441445
rho2,7.357807695506374
theta_lead_scored,0.931410178817648
theta_lead_conceded,0.3260729691462583
theta_behind_scored,1.52159732803445
theta_behind_conceded,1.3460352123789634
theta_level_scored,0.5122537254718881
theta_level_conceded,0.7954022130376905
xi1,0.7528552282620847
xi2,-0.33088559915738486
