state,theta_home,theta_away
00,1.0,1.0
lead_scored,1.2307466482832827,1.2307466482832827
lead_conceded,1.3179043161559854,1.3179043161559854
behind_scored,1.390787075294926,1.390787075294926
behind_conceded,1.5243649894801332,1.5243649894801332
level_scored,1.3194148486804185,1.3194148486804185
level_conceded,1.3365058868789008,1.3365058868789008
