parameter,estimate
gamma_h,1.5578582304432254
rho1,2.24562310656774
rho2,4.560533130870927
theta_lead_scored,0.7566779671135656
theta_lead_conceded,0.9963449769160247
theta_behind_scored,0.9000692960307984
theta_behind_conceded,0.8333595113198875
theta_level_scored,0.686600286277361
theta_level_conceded,0.6852332069014665
xi1,0.5341856702529919
xi2,0.4823436344198225
