parameter,estimate
gamma_h,1.3897024456411016
rho1,4.4670835385276115
rho2,4.7962648770689595
theta_lead_scored,1.0188985579835041
theta_lead_conceded,0.7477645060330628
theta_behind_scored,1.126818862596367
theta_behind_conceded,1.230399279486572
theta_level_scored,1.0662364876299213
theta_level_conceded,0.8064620581243608
xi1,0.5168416436498183
xi2,0.584118099891582
